"Country","Category","Flow name","Flow code","Flow unit","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Canada","Fossil fuels","Physical Trade Balance","PTB","t","-4553300","-9197529","-13971143","-25820429","-17604471","-5957253","-647444","2729266","2492992","2262512","3672651","2697282","-7984762","-16867992","-26195093","-39982053","-37429752","-41467278","-50804807","-50896517","-51378208","-65574343","-69967365","-79096702","-90723503","-103134531","-101583996","-102482806","-106480317","-101015998","-101071088","-98659840","-98159551","-94730625","-101812521","-103412221","-107601650","-109515498","-107014174","-100941524","-110897734","-120256650","-120029205","-140445007","-145360761","-142662974","-166531624","-172493546","-186174388","-191783799","-179855466","-194642566","-196166739","-196211322","-195464186"
"Canada","Fossil fuels","Raw Material Equivalents of exports","RME_EXP","t","92846552","101298709","115666988","127670195","118769793","113075598","109852389","117592961","123407549","147054699","149473806","140743932","149371033","162871076","165965994","181645350","182931459","187800128","202578270","202503627","203761686","217399777","229606596","256520497","289331832","317110145","324442945","342309354","362119226","372559398","380739507","388339802","414534706","402930905","421204050","410306590","459740851","520937214","491594319","469953510","494948408","537145379","566776234","590334909","626238026","644245187","619449969","703489662","718706015","765744097","682633320","763133260","754327360","772335534","769518202"
"Canada","Fossil fuels","Raw Material Equivalents of imports","RME_IMP","t","86127346","89200892","92337913","91708202","90503262","85651914","94482827","90366758","85614116","91451816","89991257","90800786","88385231","89605847","94854887","93949360","93452572","94908525","101557616","108184902","101616238","92460322","101390716","101622449","101667976","101023231","102695820","113006651","106039483","105924858","119540059","107305426","106307918","114178889","117274722","129990625","133131013","138061906","143066010","123843726","147167786","155613815","157138320","154998139","154323705","139516999","125326881","133746725","141556832","141632366","124137951","129969088","129052568","127894652","128192590"
"Canada","Metal ores","Domestic Extraction","DE","t","220601340","209904979","218305806","244636186","239275379","222408934","235694145","230889713","198322585","205503126","209165981","208101206","182577999","183736241","213606134","211452563","213092826","242885320","244286437","241558219","242566115","245459755","233034581","219638703","206500232","230690372","229284817","228891008","239914312","216116701","229920787","231167817","222527386","214189585","210731828","210048095","214043408","211993036","215525551","184565698","198281574","208752367","220045004","241925792","255272604","256742171","257882157","252325396","248147092","253473738","232892522","242295450","247790595","252165486","255685437"
"Canada","Metal ores","Domestic Material Consumption","DMC","t","193554421","179426528","193195486","211709112","207554571","193051670","194460852","190264993","171761441","163190100","177620715","174265083","159134339","163293682","189290950","186517678","189007409","220259673","219400638","216361464","218449463","220409517","212277782","199832733","185486497","210734766","209202932","207507855","222792034","202030221","234128667","233372715","211953117","198482091","202995994","200283504","202934237","196943570","142195332","161714992","181655241","191210219","201712500","219322308","234474255","233945007","231263897","222839654","215134308","223873566","202736236","211097335","216255712","219839976","222231547"
"Canada","Metal ores","Domestic Material Input","DMI","t","228412956","217714396","226370155","253943226","249508364","232940435","243207105","239446134","209287415","218239073","222225594","224616914","191722487","193742335","225806482","224878872","226062220","256634366","259390030","256044400","255443368","259818364","248116571","236908424","225967705","250896245","250281959","252771010","265889749","241014639","247030323","245661298","245220098","239085550","239439864","242761042","246046288","240376132","246344939","204320062","227812504","238217224","249245158","269912682","287609339","284573550","286107289","276541054","273470955","287089233","265067954","275760247","282400817","287551800","291530646"
"Canada","Metal ores","Exports","EXP","t","34858535","38287868","33174669","42234114","41953793","39888764","48746253","49181141","37525974","55048973","44604879","50351832","32588148","30448652","36515532","38361195","37054811","36374693","39989392","39682936","36993905","39408847","35838789","37075691","40481208","40161479","41079027","45263154","43097714","38984418","12901657","12288584","33266981","40603459","36443870","42477538","43112051","43432563","104149607","42605071","46157264","47007005","47532657","50590374","53135084","50628543","54843393","53701400","58336647","63215667","62331719","64662912","66145106","67711825","69299099"
"Canada","Metal ores","Imports","IMP","t","7811616","7809417","8064349","9307040","10232985","10531501","7512959","8556421","10964830","12735947","13059613","16515708","9144488","10006093","12200348","13426310","12969394","13749046","15103593","14486181","12877253","14358609","15081990","17269721","19467473","20205873","20997142","23880001","25975437","24897938","17109536","14493481","22692712","24895964","28708037","32712946","32002880","28383097","30819388","19754365","29530931","29464857","29200154","27986890","32336736","27831379","28225132","24215657","25323863","33615496","32175433","33464797","34610222","35386315","35845209"
"Canada","Metal ores","Material Footprint (RMC)","MF","t","99156269","95199603","97043626","100802337","104930663","97002906","108660415","96668716","80387664","82035076","82987418","91640436","80329390","83842157","96243772","96611704","90111902","99046650","108679570","116742570","105717697","105064501","112242751","112170119","106523635","102693826","106718282","120971745","124733100","121661520","124787981","122981832","126211314","125662897","128973800","142509927","157061431","156182904","170003788","161844658","171340688","176609701","178693461","181519235","178499432","176558632","170557745","170772663","168632808","160103814","160403340","166862604","169194930","167203491","170909394"
"Canada","Metal ores","Physical Trade Balance","PTB","t","-27046919","-30478451","-25110320","-32927074","-31720808","-29357263","-41233294","-40624720","-26561144","-42313026","-31545267","-33836123","-23443660","-20442559","-24315184","-24934885","-24085417","-22625647","-24885799","-25196755","-24116652","-25050238","-20756799","-19805970","-21013735","-19955606","-20081885","-21383153","-17122277","-14086480","4207880","2204897","-10574269","-15707495","-7735833","-9764592","-11109171","-15049466","-73330219","-22850706","-16626333","-17542148","-18332503","-22603484","-20798348","-22797164","-26618260","-29485743","-33012784","-29600172","-30156286","-31198115","-31534883","-32325510","-33453890"
"Canada","Metal ores","Raw Material Equivalents of exports","RME_EXP","t","172759500","164557510","172971576","196607445","189071312","176268327","183932420","184590948","164862123","171678137","172251803","170065489","150569580","150094522","171974706","170900175","176387707","201887127","202070141","198855546","203470882","206645159","196428267","190938691","182528272","208895348","206713440","208243212","218347414","197690260","210811913","211834688","201993405","192800667","190751192","187842248","188457313","184484746","186218819","148446791","161930496","171409127","179925637","197043924","209827520","207686519","209988861","200943728","196529263","201169062","180466527","189838310","180823926","187142776","188822980"
"Canada","Metal ores","Raw Material Equivalents of imports","RME_IMP","t","51314429","49852134","51709396","52773596","54726596","50862299","56898689","50369950","46927202","48210087","46073240","53604719","48320971","50200438","54612344","56059316","53406784","58048457","66463274","74039897","66622463","66249905","75636437","83470107","82551675","80898802","84146905","100323949","103166202","103235079","105679106","103648702","105677332","104273979","108993165","120304080","131475335","128674614","140697056","125725751","134989610","139266462","138574094","136637366","133054348","127502980","122664449","119390995","117014979","107799138","107977345","114405463","115417428","112802420","115701187"
"Canada","Non-metallic minerals","Domestic Extraction","DE","t","340897084","356183665","384409220","416484998","466305393","463916500","465679996","547869531","563123246","555801284","531148835","476553154","369434635","424778872","433905992","478366111","503984811","552714007","574761975","571545765","554652680","470382225","491908293","494090907","521469599","522806424","452697018","515311029","545108666","562700220","578738457","548805052","551120354","543751271","598642336","601439185","619672616","619653874","608455834","543089212","576244005","621528340","601280772","604913525","590882779","604499957","660751687","632398808","618924256","614201774","603226086","619324313","638626806","654140237","664850135"
